tokens_b,stage,target_web,target_code,target_math,target_reasoning,target_indic,target_agentic,target_longctx,target_instruct,realized_web,realized_code,realized_math,realized_reasoning,realized_indic,realized_agentic,realized_longctx,realized_instruct
1900.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22167,0.23333,0.11333,0.03333,0.125,0.045,0.20667,0.02167
1910.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.20167,0.24,0.1,0.035,0.12833,0.04333,0.235,0.01667
1920.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22167,0.21,0.12833,0.03167,0.12667,0.045,0.225,0.01167
1930.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22667,0.22,0.12,0.03333,0.125,0.05,0.20667,0.01833
1940.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.235,0.22833,0.12,0.03167,0.13833,0.06167,0.175,0.01
1950.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.21333,0.23167,0.12333,0.03,0.12333,0.06167,0.2,0.01667
1960.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.24167,0.20167,0.125,0.03167,0.11167,0.04,0.22167,0.02667
1970.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.20833,0.21833,0.13667,0.02167,0.12667,0.065,0.205,0.01833
1980.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.235,0.205,0.12,0.04,0.12833,0.045,0.21333,0.01333
1990.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22167,0.21667,0.12333,0.03167,0.14333,0.04167,0.19167,0.03
2000.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.24167,0.20667,0.11667,0.02833,0.12,0.065,0.205,0.01667
2010.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22833,0.22,0.09333,0.02833,0.145,0.05167,0.20833,0.025
2020.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.21667,0.23167,0.11167,0.02833,0.12,0.055,0.21333,0.02333
2030.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22333,0.22333,0.12833,0.02833,0.13667,0.05167,0.18667,0.02167
2040.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.24833,0.22333,0.13,0.02667,0.11333,0.04667,0.19,0.02167
2050.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.21833,0.23333,0.11333,0.035,0.115,0.05333,0.21,0.02167
2060.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.25,0.23167,0.11167,0.02167,0.13667,0.035,0.18833,0.025
2070.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.26,0.19167,0.13833,0.03167,0.125,0.04833,0.18833,0.01667
2080.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.25167,0.19,0.135,0.03,0.12333,0.05167,0.20167,0.01667
2090.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22833,0.215,0.12333,0.02167,0.145,0.04167,0.19833,0.02667
2100.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.22833,0.22333,0.125,0.02667,0.12667,0.05667,0.19167,0.02167
2110.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.225,0.22667,0.11333,0.035,0.13,0.04833,0.20167,0.02
2120.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.235,0.22333,0.10833,0.03667,0.13667,0.04833,0.19167,0.02
2130.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.24333,0.21,0.105,0.02667,0.12667,0.05,0.205,0.03333
2140.0,s3_longctx,0.23,0.22,0.12,0.03,0.13,0.05,0.2,0.02,0.24167,0.205,0.125,0.03,0.14667,0.055,0.17833,0.01833
2150.0,s4_precool,0.2,0.22,0.1425,0.045,0.175,0.0575,0.14,0.02,0.18,0.25167,0.13,0.05,0.18333,0.05667,0.12667,0.02167
2160.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.18,0.23167,0.16667,0.04333,0.17667,0.06,0.12,0.02167
2170.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.21167,0.20833,0.15,0.04333,0.18,0.04833,0.12833,0.03
2180.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.19667,0.205,0.14667,0.04833,0.19833,0.05833,0.12333,0.02333
2190.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.20333,0.18833,0.15167,0.04833,0.20833,0.06333,0.12167,0.015
2200.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.18667,0.20667,0.19333,0.04833,0.18833,0.04667,0.11167,0.01833
2210.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.17833,0.22333,0.14333,0.055,0.19667,0.06333,0.11833,0.02167
2220.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.17,0.21167,0.13,0.05167,0.21333,0.06667,0.13667,0.02
2230.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.16333,0.21833,0.16667,0.05833,0.18833,0.05167,0.135,0.01833
2240.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.2,0.23167,0.15,0.04833,0.17167,0.065,0.11667,0.01667
2250.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.18333,0.20333,0.155,0.055,0.19,0.07333,0.115,0.025
2260.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.21167,0.20833,0.15167,0.055,0.18167,0.05833,0.115,0.01833
2270.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.19,0.22167,0.13833,0.05167,0.19167,0.065,0.11667,0.025
2280.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.18,0.21667,0.16333,0.05,0.185,0.05333,0.13167,0.02
2290.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.19333,0.24167,0.14,0.04333,0.195,0.06167,0.10833,0.01667
2300.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.2,0.23,0.14167,0.04167,0.17833,0.07,0.12667,0.01167
2310.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.19667,0.19333,0.14833,0.05333,0.20667,0.05833,0.12,0.02333
2320.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.20833,0.19333,0.16167,0.04667,0.2,0.05,0.11333,0.02667
2330.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.17833,0.21,0.165,0.05333,0.19333,0.07333,0.105,0.02167
2340.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.17667,0.23,0.15167,0.055,0.19333,0.06,0.12167,0.01167
2350.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.185,0.225,0.15833,0.05167,0.175,0.07333,0.115,0.01667
2360.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.195,0.22,0.15,0.045,0.17333,0.05833,0.14167,0.01667
2370.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.16833,0.23167,0.17333,0.05167,0.17333,0.06333,0.12667,0.01167
2380.0,s4_precool,0.19,0.22,0.15,0.05,0.19,0.06,0.12,0.02,0.185,0.22333,0.16,0.045,0.18667,0.055,0.12333,0.02167
2390.0,s4_precool,0.18417,0.21833,0.15,0.05833,0.19083,0.06583,0.11417,0.01833,0.20667,0.225,0.12667,0.05833,0.19667,0.07333,0.09833,0.015
2400.0,anneal,0.1375,0.205,0.15,0.125,0.1975,0.1125,0.0675,0.005,0.13667,0.22833,0.16,0.12167,0.15833,0.12,0.07,0.005
2410.0,anneal,0.12583,0.20167,0.15,0.14167,0.19917,0.12417,0.05583,0.00167,0.13667,0.18833,0.15167,0.145,0.19667,0.13,0.05,0.00167
2420.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.13167,0.2,0.14333,0.13667,0.20667,0.13667,0.045,0.0
2430.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.11833,0.19667,0.16,0.14833,0.19167,0.125,0.06,0.0
2440.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.12333,0.19333,0.13833,0.16833,0.21,0.11833,0.04833,0.0
2450.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.11667,0.205,0.14,0.13,0.21167,0.14,0.05667,0.0
2460.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.11667,0.18333,0.15667,0.155,0.205,0.12667,0.05667,0.0
2470.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.12167,0.21333,0.13333,0.14667,0.19833,0.13833,0.04833,0.0
2480.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.115,0.205,0.145,0.16667,0.19833,0.13167,0.03833,0.0
2490.0,anneal,0.12,0.2,0.15,0.15,0.2,0.13,0.05,0.0,0.14167,0.195,0.15,0.13167,0.20833,0.12,0.05333,0.0
